Sales Person,Country,Product,Date,Amount,Boxes Shipped,Price_Per_Box,Year,Month_Name,Quarter
Gunar Cockshoot,New Zealand,Fruit & Nut Bars,2024-06-10,9759.53,424,23.02,2024,June,Q2
Curtice Advani,Canada,70% Dark Bites,2024-01-31,2504.9,7,357.84,2024,January,Q1
Kelci Walkden,New Zealand,Manuka Honey Choco,2024-04-08,1527.99,107,14.28,2024,April,Q2
Dotty Strutley,Australia,Baker's Choco Chips,2024-06-07,3767.49,65,57.96,2024,June,Q2
Barr Faughny,Australia,85% Dark Bars,2024-02-10,9452.18,42,225.05,2024,February,Q1
Beverie Moffet,Australia,50% Dark Bites,2024-05-16,764.63,441,1.73,2024,May,Q2
Gunar Cockshoot,India,Baker's Choco Chips,2024-03-18,2432.75,535,4.55,2024,March,Q1
Van Tuxwell,Australia,50% Dark Bites,2024-07-13,779.04,134,5.81,2024,July,Q3
Oby Sorrel,USA,Manuka Honey Choco,2024-07-25,5050.53,85,59.42,2024,July,Q3
Van Tuxwell,Canada,Choco Coated Almonds,2024-08-19,2727.35,293,9.31,2024,August,Q3
Karlen McCaffrey,Canada,70% Dark Bites,2024-06-24,9089.21,602,15.1,2024,June,Q2
Kelci Walkden,Canada,Fruit & Nut Bars,2024-06-20,881.49,152,5.8,2024,June,Q2
Camilla Castle,India,99% Dark & Pure,2024-08-02,227.55,225,1.01,2024,August,Q3
Madelene Upcott,New Zealand,70% Dark Bites,2024-02-22,14193.58,102,139.15,2024,February,Q1
Mallorie Waber,New Zealand,Orange Choco,2024-02-01,7459.88,23,324.34,2024,February,Q1
Jan Morforth,Canada,70% Dark Bites,2024-02-14,6578.55,312,21.09,2024,February,Q1
Kelci Walkden,Australia,Milk Bars,2024-02-24,8975.44,137,65.51,2024,February,Q1
Dennison Crosswaite,India,Orange Choco,2024-03-18,852.29,123,6.93,2024,March,Q1
Husein Augar,UK,Eclairs,2024-08-30,1955.2,250,7.82,2024,August,Q3
Gigi Bohling,USA,Peanut Butter Cubes,2024-05-09,323.29,72,4.49,2024,May,Q2
Wilone O'Kielt,USA,Smooth Sliky Salty,2024-01-18,542.39,86,6.31,2024,January,Q1
Curtice Advani,India,White Choc,2024-07-04,7666.62,347,22.09,2024,July,Q3
Oby Sorrel,New Zealand,Spicy Special Slims,2024-06-03,1826.32,13,140.49,2024,June,Q2
Beverie Moffet,New Zealand,Peanut Butter Cubes,2024-02-23,11510.68,30,383.69,2024,February,Q1
Dotty Strutley,New Zealand,99% Dark & Pure,2024-05-09,12263.85,223,54.99,2024,May,Q2
Kelci Walkden,India,70% Dark Bites,2024-06-06,3878.6,108,35.91,2024,June,Q2
Kelci Walkden,India,Drinking Coco,2024-07-04,8328.52,238,34.99,2024,July,Q3
Brien Boise,New Zealand,Drinking Coco,2024-06-06,1666.46,98,17.0,2024,June,Q2
Dotty Strutley,Australia,Almond Choco,2024-05-13,1754.11,95,18.46,2024,May,Q2
Wilone O'Kielt,New Zealand,Organic Choco Syrup,2024-01-31,2390.7,274,8.73,2024,January,Q1
Ches Bonnell,New Zealand,Caramel Stuffed Bars,2024-06-30,8546.72,41,208.46,2024,June,Q2
Barr Faughny,Canada,Manuka Honey Choco,2024-08-25,4115.57,274,15.02,2024,August,Q3
Gigi Bohling,New Zealand,Smooth Sliky Salty,2024-01-10,787.38,95,8.29,2024,January,Q1
Brien Boise,USA,Manuka Honey Choco,2024-08-22,2095.78,8,261.97,2024,August,Q3
Roddy Speechley,New Zealand,85% Dark Bars,2024-04-14,5220.8,267,19.55,2024,April,Q2
Oby Sorrel,UK,Smooth Sliky Salty,2024-05-31,11264.45,340,33.13,2024,May,Q2
Oby Sorrel,UK,Raspberry Choco,2024-04-08,5477.33,341,16.06,2024,April,Q2
Roddy Speechley,USA,Drinking Coco,2024-02-21,3389.0,160,21.18,2024,February,Q1
Andria Kimpton,Australia,Manuka Honey Choco,2024-03-30,11559.52,413,27.99,2024,March,Q1
Mallorie Waber,India,Raspberry Choco,2024-03-02,1676.82,2,838.41,2024,March,Q1
Jehu Rudeforth,USA,Orange Choco,2024-07-28,437.48,174,2.51,2024,July,Q3
Kaine Padly,New Zealand,70% Dark Bites,2024-03-24,8487.63,40,212.19,2024,March,Q1
Curtice Advani,Australia,After Nines,2024-08-11,71.99,101,0.71,2024,August,Q3
Husein Augar,UK,Almond Choco,2024-05-17,9863.62,167,59.06,2024,May,Q2
Kaine Padly,Canada,Choco Coated Almonds,2024-05-18,3468.53,166,20.89,2024,May,Q2
Roddy Speechley,UK,Peanut Butter Cubes,2024-08-17,6770.35,173,39.13,2024,August,Q3
Ches Bonnell,New Zealand,Eclairs,2024-04-04,564.14,50,11.28,2024,April,Q2
Brien Boise,India,85% Dark Bars,2024-08-09,21044.07,210,100.21,2024,August,Q3
Brien Boise,New Zealand,Organic Choco Syrup,2024-01-17,677.38,327,2.07,2024,January,Q1
Andria Kimpton,Canada,White Choc,2024-02-14,4368.01,29,150.62,2024,February,Q1
Gigi Bohling,New Zealand,Orange Choco,2024-05-16,9866.2,306,32.24,2024,May,Q2
Ches Bonnell,Canada,Smooth Sliky Salty,2024-03-16,10723.86,125,85.79,2024,March,Q1
Husein Augar,Canada,70% Dark Bites,2024-01-31,5443.42,284,19.17,2024,January,Q1
Barr Faughny,Canada,Organic Choco Syrup,2024-03-10,1312.35,200,6.56,2024,March,Q1
Oby Sorrel,UK,Organic Choco Syrup,2024-06-30,8471.68,162,52.29,2024,June,Q2
Van Tuxwell,New Zealand,Eclairs,2024-03-01,5774.6,178,32.44,2024,March,Q1
Mallorie Waber,UK,Drinking Coco,2024-05-27,3780.02,97,38.97,2024,May,Q2
Oby Sorrel,UK,Milk Bars,2024-07-11,6831.03,243,28.11,2024,July,Q3
Karlen McCaffrey,New Zealand,Mint Chip Choco,2024-03-02,4834.51,63,76.74,2024,March,Q1
Jehu Rudeforth,USA,Raspberry Choco,2024-03-04,8119.65,143,56.78,2024,March,Q1
Kelci Walkden,UK,85% Dark Bars,2024-06-23,4811.88,242,19.88,2024,June,Q2
Kelci Walkden,USA,Almond Choco,2024-01-27,5930.01,252,23.53,2024,January,Q1
Marney O'Breen,Canada,Orange Choco,2024-01-14,3040.05,426,7.14,2024,January,Q1
Dennison Crosswaite,India,Fruit & Nut Bars,2024-07-29,1126.87,23,48.99,2024,July,Q3
Brien Boise,Canada,Smooth Sliky Salty,2024-05-13,6051.65,490,12.35,2024,May,Q2
Barr Faughny,Canada,Baker's Choco Chips,2024-02-03,12279.35,162,75.8,2024,February,Q1
Brien Boise,India,Smooth Sliky Salty,2024-05-27,7091.66,28,253.27,2024,May,Q2
Jan Morforth,Australia,Drinking Coco,2024-02-18,3160.97,25,126.44,2024,February,Q1
Brien Boise,India,Spicy Special Slims,2024-01-28,1408.28,35,40.24,2024,January,Q1
Van Tuxwell,UK,Eclairs,2024-06-29,5776.61,114,50.67,2024,June,Q2
Wilone O'Kielt,India,Caramel Stuffed Bars,2024-01-13,4890.59,274,17.85,2024,January,Q1
Jehu Rudeforth,UK,After Nines,2024-06-27,2048.13,172,11.91,2024,June,Q2
Barr Faughny,Canada,White Choc,2024-03-29,4590.46,1,4590.46,2024,March,Q1
Gunar Cockshoot,India,Organic Choco Syrup,2024-06-03,8665.99,162,53.49,2024,June,Q2
Mallorie Waber,Canada,Smooth Sliky Salty,2024-03-21,2202.46,97,22.71,2024,March,Q1
Mallorie Waber,India,Eclairs,2024-04-12,11720.11,48,244.17,2024,April,Q2
Rafaelita Blaksland,Australia,Raspberry Choco,2024-01-19,7884.86,266,29.64,2024,January,Q1
Karlen McCaffrey,UK,50% Dark Bites,2024-04-06,3857.88,303,12.73,2024,April,Q2
Kaine Padly,Australia,50% Dark Bites,2024-08-02,10123.96,84,120.52,2024,August,Q3
Gigi Bohling,Australia,Eclairs,2024-04-12,8170.88,137,59.64,2024,April,Q2
Oby Sorrel,India,Drinking Coco,2024-07-21,19390.61,141,137.52,2024,July,Q3
Van Tuxwell,New Zealand,Baker's Choco Chips,2024-03-22,10197.43,24,424.89,2024,March,Q1
Husein Augar,India,Peanut Butter Cubes,2024-05-09,5188.18,5,1037.64,2024,May,Q2
Andria Kimpton,Australia,Baker's Choco Chips,2024-08-09,350.27,117,2.99,2024,August,Q3
Madelene Upcott,Canada,Choco Coated Almonds,2024-07-20,3766.32,300,12.55,2024,July,Q3
Brien Boise,India,70% Dark Bites,2024-04-14,4888.37,435,11.24,2024,April,Q2
Jehu Rudeforth,Canada,White Choc,2024-01-25,5230.36,142,36.83,2024,January,Q1
Andria Kimpton,Australia,Almond Choco,2024-04-25,3790.18,168,22.56,2024,April,Q2
Dotty Strutley,Canada,After Nines,2024-01-17,302.18,233,1.3,2024,January,Q1
Karlen McCaffrey,USA,Eclairs,2024-08-15,1017.17,123,8.27,2024,August,Q3
Karlen McCaffrey,Canada,Fruit & Nut Bars,2024-06-02,241.36,17,14.2,2024,June,Q2
Gunar Cockshoot,USA,85% Dark Bars,2024-06-30,8347.3,138,60.49,2024,June,Q2
Dotty Strutley,New Zealand,Raspberry Choco,2024-02-10,6291.74,88,71.5,2024,February,Q1
Marney O'Breen,Canada,Caramel Stuffed Bars,2024-02-23,1543.77,674,2.29,2024,February,Q1
Dennison Crosswaite,India,Organic Choco Syrup,2024-01-27,9744.5,225,43.31,2024,January,Q1
Camilla Castle,UK,Mint Chip Choco,2024-05-26,5414.75,325,16.66,2024,May,Q2
Brien Boise,USA,70% Dark Bites,2024-04-14,1898.07,22,86.28,2024,April,Q2
Madelene Upcott,Australia,99% Dark & Pure,2024-08-01,4911.08,163,30.13,2024,August,Q3
Mallorie Waber,Australia,Eclairs,2024-08-22,11293.17,219,51.57,2024,August,Q3
Marney O'Breen,India,99% Dark & Pure,2024-07-22,12398.37,161,77.01,2024,July,Q3
Husein Augar,USA,Fruit & Nut Bars,2024-04-28,1508.57,28,53.88,2024,April,Q2
Kelci Walkden,Australia,Almond Choco,2024-05-30,5869.09,354,16.58,2024,May,Q2
Ches Bonnell,USA,Milk Bars,2024-07-21,2770.47,159,17.42,2024,July,Q3
Jan Morforth,UK,Caramel Stuffed Bars,2024-08-02,3541.73,494,7.17,2024,August,Q3
Brien Boise,New Zealand,70% Dark Bites,2024-06-15,7624.41,139,54.85,2024,June,Q2
Oby Sorrel,India,85% Dark Bars,2024-07-05,9928.42,130,76.37,2024,July,Q3
Kaine Padly,New Zealand,Smooth Sliky Salty,2024-04-12,7.67,548,0.01,2024,April,Q2
Gigi Bohling,Australia,70% Dark Bites,2024-08-18,1624.86,103,15.78,2024,August,Q3
Jan Morforth,UK,50% Dark Bites,2024-01-12,6301.56,287,21.96,2024,January,Q1
Gunar Cockshoot,Canada,White Choc,2024-08-11,8578.4,15,571.89,2024,August,Q3
Jehu Rudeforth,Australia,Spicy Special Slims,2024-01-13,5573.57,372,14.98,2024,January,Q1
Husein Augar,UK,Baker's Choco Chips,2024-04-29,3465.68,133,26.06,2024,April,Q2
Rafaelita Blaksland,New Zealand,After Nines,2024-07-07,1245.91,90,13.84,2024,July,Q3
Madelene Upcott,New Zealand,Mint Chip Choco,2024-03-11,8888.61,4,2222.15,2024,March,Q1
Madelene Upcott,UK,70% Dark Bites,2024-02-16,5931.82,243,24.41,2024,February,Q1
Barr Faughny,Australia,Organic Choco Syrup,2024-01-07,2620.66,34,77.08,2024,January,Q1
Beverie Moffet,New Zealand,Drinking Coco,2024-01-12,1284.37,560,2.29,2024,January,Q1
Beverie Moffet,India,Eclairs,2024-06-09,11033.61,155,71.18,2024,June,Q2
Andria Kimpton,India,Eclairs,2024-05-16,2413.05,82,29.43,2024,May,Q2
Gigi Bohling,UK,85% Dark Bars,2024-06-23,13136.08,90,145.96,2024,June,Q2
Roddy Speechley,UK,Raspberry Choco,2024-01-28,14297.82,211,67.76,2024,January,Q1
Dotty Strutley,UK,Mint Chip Choco,2024-07-14,2837.65,212,13.39,2024,July,Q3
Barr Faughny,Canada,Drinking Coco,2024-04-18,7496.03,259,28.94,2024,April,Q2
Oby Sorrel,USA,Milk Bars,2024-06-14,1815.29,79,22.98,2024,June,Q2
Oby Sorrel,UK,Orange Choco,2024-04-15,8250.03,228,36.18,2024,April,Q2
Curtice Advani,Canada,Peanut Butter Cubes,2024-05-19,5605.82,64,87.59,2024,May,Q2
Gigi Bohling,India,White Choc,2024-04-13,1563.39,179,8.73,2024,April,Q2
Husein Augar,Canada,Choco Coated Almonds,2024-08-15,3997.02,411,9.73,2024,August,Q3
Wilone O'Kielt,India,Choco Coated Almonds,2024-08-22,3284.22,230,14.28,2024,August,Q3
Wilone O'Kielt,New Zealand,Baker's Choco Chips,2024-04-22,4609.67,58,79.48,2024,April,Q2
Kaine Padly,UK,Choco Coated Almonds,2024-08-03,9412.06,123,76.52,2024,August,Q3
Dennison Crosswaite,New Zealand,Organic Choco Syrup,2024-01-04,427.36,249,1.72,2024,January,Q1
Kelci Walkden,Canada,After Nines,2024-01-13,19449.02,204,95.34,2024,January,Q1
Van Tuxwell,Australia,Baker's Choco Chips,2024-05-11,14122.44,32,441.33,2024,May,Q2
Husein Augar,New Zealand,Peanut Butter Cubes,2024-02-16,2257.14,231,9.77,2024,February,Q1
Kaine Padly,UK,Caramel Stuffed Bars,2024-05-20,11334.21,72,157.42,2024,May,Q2
Jehu Rudeforth,UK,Drinking Coco,2024-02-03,7865.93,436,18.04,2024,February,Q1
Beverie Moffet,India,Manuka Honey Choco,2024-05-06,11462.32,172,66.64,2024,May,Q2
Gunar Cockshoot,UK,Choco Coated Almonds,2024-06-30,6154.53,132,46.63,2024,June,Q2
Gunar Cockshoot,UK,Smooth Sliky Salty,2024-03-22,867.5,143,6.07,2024,March,Q1
Camilla Castle,Canada,Orange Choco,2024-02-17,9056.1,58,156.14,2024,February,Q1
Jehu Rudeforth,UK,85% Dark Bars,2024-07-07,6569.4,66,99.54,2024,July,Q3
Oby Sorrel,UK,70% Dark Bites,2024-03-16,7431.0,180,41.28,2024,March,Q1
Kelci Walkden,UK,99% Dark & Pure,2024-08-12,3672.65,124,29.62,2024,August,Q3
Gigi Bohling,New Zealand,After Nines,2024-01-21,6464.8,189,34.21,2024,January,Q1
Oby Sorrel,Australia,50% Dark Bites,2024-05-06,813.58,163,4.99,2024,May,Q2
Oby Sorrel,Canada,50% Dark Bites,2024-06-24,7301.81,134,54.49,2024,June,Q2
Barr Faughny,USA,White Choc,2024-05-05,8523.42,171,49.84,2024,May,Q2
Rafaelita Blaksland,New Zealand,99% Dark & Pure,2024-03-25,3822.64,85,44.97,2024,March,Q1
Curtice Advani,Australia,Caramel Stuffed Bars,2024-02-14,10219.39,139,73.52,2024,February,Q1
Curtice Advani,New Zealand,85% Dark Bars,2024-05-12,5798.43,206,28.15,2024,May,Q2
Barr Faughny,New Zealand,Smooth Sliky Salty,2024-01-25,4487.01,184,24.39,2024,January,Q1
Ches Bonnell,UK,85% Dark Bars,2024-06-28,17237.67,13,1325.97,2024,June,Q2
Dennison Crosswaite,Australia,Drinking Coco,2024-07-13,7497.22,184,40.75,2024,July,Q3
Roddy Speechley,USA,Milk Bars,2024-05-16,3034.06,245,12.38,2024,May,Q2
Jan Morforth,India,After Nines,2024-03-14,6795.06,177,38.39,2024,March,Q1
Gunar Cockshoot,USA,After Nines,2024-08-15,4273.09,280,15.26,2024,August,Q3
Ches Bonnell,India,Orange Choco,2024-02-16,1412.6,278,5.08,2024,February,Q1
Mallorie Waber,UK,Manuka Honey Choco,2024-06-15,9852.89,43,229.14,2024,June,Q2
Barr Faughny,Australia,Raspberry Choco,2024-05-27,10744.23,105,102.33,2024,May,Q2
Wilone O'Kielt,USA,Drinking Coco,2024-06-14,1213.63,101,12.02,2024,June,Q2
Wilone O'Kielt,India,Eclairs,2024-02-25,4263.93,80,53.3,2024,February,Q1
Wilone O'Kielt,India,After Nines,2024-08-04,13808.46,270,51.14,2024,August,Q3
Kelci Walkden,India,99% Dark & Pure,2024-06-28,2411.93,248,9.73,2024,June,Q2
Gunar Cockshoot,Canada,Spicy Special Slims,2024-04-05,14603.41,12,1216.95,2024,April,Q2
Madelene Upcott,Canada,Peanut Butter Cubes,2024-07-05,17813.77,120,148.45,2024,July,Q3
Kaine Padly,New Zealand,Eclairs,2024-01-20,14346.28,48,298.88,2024,January,Q1
Ches Bonnell,New Zealand,Drinking Coco,2024-02-16,10009.51,144,69.51,2024,February,Q1
Curtice Advani,UK,Drinking Coco,2024-07-12,494.27,186,2.66,2024,July,Q3
Kelci Walkden,India,Raspberry Choco,2024-06-16,9118.67,253,36.04,2024,June,Q2
Dotty Strutley,Australia,Choco Coated Almonds,2024-04-13,1751.26,293,5.98,2024,April,Q2
Kaine Padly,UK,50% Dark Bites,2024-02-21,3402.47,69,49.31,2024,February,Q1
Roddy Speechley,Canada,Choco Coated Almonds,2024-05-11,6841.28,237,28.87,2024,May,Q2
Ches Bonnell,India,50% Dark Bites,2024-04-15,12584.46,328,38.37,2024,April,Q2
Oby Sorrel,Canada,Peanut Butter Cubes,2024-06-07,14291.3,179,79.84,2024,June,Q2
Oby Sorrel,UK,White Choc,2024-06-27,1998.41,303,6.6,2024,June,Q2
Barr Faughny,India,After Nines,2024-07-29,9558.06,117,81.69,2024,July,Q3
Wilone O'Kielt,Canada,Smooth Sliky Salty,2024-06-02,5594.84,174,32.15,2024,June,Q2
Rafaelita Blaksland,India,Mint Chip Choco,2024-01-26,16520.75,84,196.68,2024,January,Q1
Rafaelita Blaksland,Canada,99% Dark & Pure,2024-03-02,5545.62,139,39.9,2024,March,Q1
Van Tuxwell,Australia,70% Dark Bites,2024-01-10,8260.58,108,76.49,2024,January,Q1
Beverie Moffet,USA,70% Dark Bites,2024-06-27,2636.16,110,23.97,2024,June,Q2
Barr Faughny,Canada,Orange Choco,2024-06-30,8285.38,18,460.3,2024,June,Q2
Roddy Speechley,Australia,85% Dark Bars,2024-07-08,4590.0,78,58.85,2024,July,Q3
Oby Sorrel,India,Spicy Special Slims,2024-06-08,13189.14,95,138.83,2024,June,Q2
Jan Morforth,UK,Manuka Honey Choco,2024-08-18,3768.3,212,17.78,2024,August,Q3
Kaine Padly,Australia,After Nines,2024-04-08,7962.71,293,27.18,2024,April,Q2
Wilone O'Kielt,Canada,Fruit & Nut Bars,2024-08-08,3665.13,191,19.19,2024,August,Q3
Wilone O'Kielt,UK,Milk Bars,2024-08-26,334.81,66,5.07,2024,August,Q3
Oby Sorrel,Canada,Fruit & Nut Bars,2024-01-14,2187.5,159,13.76,2024,January,Q1
Dennison Crosswaite,USA,Baker's Choco Chips,2024-08-11,18481.73,295,62.65,2024,August,Q3
Madelene Upcott,USA,Almond Choco,2024-05-31,11863.69,24,494.32,2024,May,Q2
Van Tuxwell,New Zealand,50% Dark Bites,2024-07-11,4332.41,10,433.24,2024,July,Q3
Karlen McCaffrey,Canada,Caramel Stuffed Bars,2024-03-02,3653.33,327,11.17,2024,March,Q1
Madelene Upcott,Australia,Raspberry Choco,2024-07-13,7023.94,89,78.92,2024,July,Q3
Rafaelita Blaksland,UK,Spicy Special Slims,2024-08-03,10001.95,132,75.77,2024,August,Q3
Curtice Advani,UK,Peanut Butter Cubes,2024-03-01,16460.65,171,96.26,2024,March,Q1
Kelci Walkden,New Zealand,White Choc,2024-04-13,8575.27,165,51.97,2024,April,Q2
Beverie Moffet,Canada,Fruit & Nut Bars,2024-02-14,12191.42,177,68.88,2024,February,Q1
Mallorie Waber,India,White Choc,2024-07-26,969.15,233,4.16,2024,July,Q3
Brien Boise,UK,Drinking Coco,2024-01-27,6498.96,143,45.45,2024,January,Q1
Jehu Rudeforth,India,Peanut Butter Cubes,2024-04-14,33.68,487,0.07,2024,April,Q2
Oby Sorrel,USA,Almond Choco,2024-05-19,7640.61,154,49.61,2024,May,Q2
Husein Augar,India,Eclairs,2024-02-09,5596.93,62,90.27,2024,February,Q1
Brien Boise,UK,Spicy Special Slims,2024-05-25,2639.55,59,44.74,2024,May,Q2
Oby Sorrel,Australia,Manuka Honey Choco,2024-01-26,4626.87,78,59.32,2024,January,Q1
Beverie Moffet,India,White Choc,2024-07-04,1900.09,297,6.4,2024,July,Q3
Ches Bonnell,India,Almond Choco,2024-04-13,13315.47,72,184.94,2024,April,Q2
Gigi Bohling,Australia,Smooth Sliky Salty,2024-01-25,6359.09,121,52.55,2024,January,Q1
Camilla Castle,USA,85% Dark Bars,2024-04-25,2644.65,83,31.86,2024,April,Q2
Camilla Castle,USA,Eclairs,2024-06-10,4879.55,427,11.43,2024,June,Q2
Madelene Upcott,New Zealand,White Choc,2024-08-22,11572.5,51,226.91,2024,August,Q3
Van Tuxwell,India,After Nines,2024-06-27,15626.93,225,69.45,2024,June,Q2
Husein Augar,India,Orange Choco,2024-06-30,4781.14,38,125.82,2024,June,Q2
Jehu Rudeforth,India,Almond Choco,2024-08-30,11793.4,101,116.77,2024,August,Q3
Karlen McCaffrey,Australia,Raspberry Choco,2024-08-23,1061.03,58,18.29,2024,August,Q3
Camilla Castle,New Zealand,99% Dark & Pure,2024-08-26,2499.92,44,56.82,2024,August,Q3
Gigi Bohling,Australia,Orange Choco,2024-03-09,676.29,158,4.28,2024,March,Q1
Kelci Walkden,UK,Drinking Coco,2024-04-20,1886.06,23,82.0,2024,April,Q2
Mallorie Waber,Canada,Caramel Stuffed Bars,2024-06-10,5093.92,524,9.72,2024,June,Q2
Husein Augar,Australia,Organic Choco Syrup,2024-02-08,1018.8,157,6.49,2024,February,Q1
Brien Boise,Australia,White Choc,2024-08-25,5616.77,23,244.21,2024,August,Q3
Dotty Strutley,India,Peanut Butter Cubes,2024-02-16,10461.82,78,134.13,2024,February,Q1
Dennison Crosswaite,UK,99% Dark & Pure,2024-05-30,12841.79,26,493.92,2024,May,Q2
Gigi Bohling,New Zealand,50% Dark Bites,2024-06-29,6723.42,67,100.35,2024,June,Q2
Gigi Bohling,USA,Milk Bars,2024-06-16,521.35,127,4.11,2024,June,Q2
Brien Boise,UK,Caramel Stuffed Bars,2024-03-04,3106.11,159,19.54,2024,March,Q1
Curtice Advani,New Zealand,Peanut Butter Cubes,2024-03-15,1684.28,419,4.02,2024,March,Q1
Curtice Advani,New Zealand,50% Dark Bites,2024-01-27,11226.14,84,133.64,2024,January,Q1
Beverie Moffet,Canada,Drinking Coco,2024-07-05,1172.53,124,9.46,2024,July,Q3
Barr Faughny,USA,Caramel Stuffed Bars,2024-03-29,3917.13,287,13.65,2024,March,Q1
Mallorie Waber,Canada,Almond Choco,2024-05-12,4871.07,33,147.61,2024,May,Q2
Oby Sorrel,USA,Drinking Coco,2024-03-11,9306.64,48,193.89,2024,March,Q1
Brien Boise,New Zealand,Eclairs,2024-07-11,5270.33,323,16.32,2024,July,Q3
Gunar Cockshoot,New Zealand,Choco Coated Almonds,2024-08-01,14722.35,61,241.35,2024,August,Q3
Gunar Cockshoot,UK,Spicy Special Slims,2024-02-16,13444.87,197,68.25,2024,February,Q1
Curtice Advani,USA,After Nines,2024-04-13,14885.97,248,60.02,2024,April,Q2
Oby Sorrel,India,Choco Coated Almonds,2024-02-14,53.31,371,0.14,2024,February,Q1
Ches Bonnell,Australia,Peanut Butter Cubes,2024-03-14,11767.94,68,173.06,2024,March,Q1
Oby Sorrel,Australia,Spicy Special Slims,2024-04-26,12897.53,25,515.9,2024,April,Q2
Jehu Rudeforth,Canada,Manuka Honey Choco,2024-04-05,3867.62,214,18.07,2024,April,Q2
Camilla Castle,Canada,Drinking Coco,2024-03-03,13524.05,253,53.45,2024,March,Q1
Kaine Padly,USA,Spicy Special Slims,2024-06-13,2319.1,189,12.27,2024,June,Q2
Marney O'Breen,New Zealand,70% Dark Bites,2024-02-14,9036.58,377,23.97,2024,February,Q1
Roddy Speechley,New Zealand,99% Dark & Pure,2024-04-18,8905.53,201,44.31,2024,April,Q2
Oby Sorrel,New Zealand,85% Dark Bars,2024-02-01,4040.65,423,9.55,2024,February,Q1
Dotty Strutley,New Zealand,Orange Choco,2024-08-04,2204.17,145,15.2,2024,August,Q3
Andria Kimpton,New Zealand,Almond Choco,2024-04-05,7037.21,172,40.91,2024,April,Q2
Karlen McCaffrey,Australia,99% Dark & Pure,2024-01-26,12285.41,175,70.2,2024,January,Q1
Kaine Padly,UK,After Nines,2024-01-21,21812.86,183,119.2,2024,January,Q1
Kaine Padly,Canada,After Nines,2024-08-22,6707.97,187,35.87,2024,August,Q3
Kaine Padly,UK,Drinking Coco,2024-01-27,2513.58,226,11.12,2024,January,Q1
Rafaelita Blaksland,UK,50% Dark Bites,2024-02-16,11491.21,71,161.85,2024,February,Q1
Dotty Strutley,USA,Raspberry Choco,2024-01-03,3762.58,49,76.79,2024,January,Q1
Karlen McCaffrey,USA,White Choc,2024-08-24,5158.01,2,2579.0,2024,August,Q3
Oby Sorrel,USA,Spicy Special Slims,2024-02-07,6660.69,418,15.93,2024,February,Q1
Mallorie Waber,Australia,Smooth Sliky Salty,2024-02-11,4786.05,107,44.73,2024,February,Q1
Kaine Padly,Canada,Organic Choco Syrup,2024-03-29,6797.67,82,82.9,2024,March,Q1
Marney O'Breen,USA,Peanut Butter Cubes,2024-06-15,782.24,348,2.25,2024,June,Q2
Dennison Crosswaite,UK,Smooth Sliky Salty,2024-04-26,653.1,136,4.8,2024,April,Q2
Brien Boise,Australia,Organic Choco Syrup,2024-07-15,4768.88,281,16.97,2024,July,Q3
Beverie Moffet,India,Organic Choco Syrup,2024-06-23,1123.57,19,59.14,2024,June,Q2
Dennison Crosswaite,Australia,Baker's Choco Chips,2024-01-11,16435.38,425,38.67,2024,January,Q1
Beverie Moffet,UK,50% Dark Bites,2024-02-09,2922.18,289,10.11,2024,February,Q1
Van Tuxwell,UK,Almond Choco,2024-06-06,12123.84,222,54.61,2024,June,Q2
Dotty Strutley,UK,Caramel Stuffed Bars,2024-08-10,6448.87,244,26.43,2024,August,Q3
Wilone O'Kielt,Australia,Smooth Sliky Salty,2024-01-04,2587.61,44,58.81,2024,January,Q1
Andria Kimpton,Canada,70% Dark Bites,2024-04-08,12109.0,16,756.81,2024,April,Q2
Barr Faughny,UK,Milk Bars,2024-03-02,4482.33,467,9.6,2024,March,Q1
Van Tuxwell,Canada,Drinking Coco,2024-06-15,5294.88,679,7.8,2024,June,Q2
Jehu Rudeforth,Australia,After Nines,2024-02-14,5512.57,46,119.84,2024,February,Q1
Husein Augar,UK,After Nines,2024-07-05,3707.27,392,9.46,2024,July,Q3
Barr Faughny,India,Mint Chip Choco,2024-01-12,7899.01,461,17.13,2024,January,Q1
Curtice Advani,India,Mint Chip Choco,2024-03-03,9813.42,100,98.13,2024,March,Q1
Jehu Rudeforth,New Zealand,Milk Bars,2024-05-18,2845.74,197,14.45,2024,May,Q2
Gunar Cockshoot,India,Caramel Stuffed Bars,2024-07-28,2941.72,220,13.37,2024,July,Q3
Curtice Advani,UK,Manuka Honey Choco,2024-02-07,1969.62,114,17.28,2024,February,Q1
Andria Kimpton,India,Orange Choco,2024-05-30,339.64,452,0.75,2024,May,Q2
